group_title,name,price,img_src,label,page_no
正忠排骨飯,糖醋小排飯,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-RzPzLB14O,,3
正忠排骨飯,經典排骨飯,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-6rQrlXrko,,3
正忠排骨飯,宮保雞丁飯,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-15Q5lbPzz,,3
正忠排骨飯,黑胡椒豬排飯,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-aLGLnDyAg,,3
正忠排骨飯,酥炸雞排飯,150元,https://storage.googleapis.com/quickclick_products/library/5915/web-gLbLn6pNy,,3
正忠排骨飯,燒雞腿飯,150元,https://storage.googleapis.com/quickclick_products/library/5915/web-XeEeLMmdK,,3
正忠排骨飯,炸雞腿飯,150元,https://storage.googleapis.com/quickclick_products/library/5915/web-MzYzLeRMX,,3
雞老大,蔥油雞飯,110元,https://storage.googleapis.com/quickclick_products/library/5915/web-PkaAkok9k,,3
雞老大,塔香三杯雞飯,110元,https://storage.googleapis.com/quickclick_products/library/5915/web-k8MW8GOd6,,3
雞老大,左宗棠雞飯,110元,https://storage.googleapis.com/quickclick_products/library/5915/web-bLGKL0kY4,,3
雞老大,蔥爆炒牛肉飯,110元,https://storage.googleapis.com/quickclick_products/library/5915/web-pmMkm7QW4,,3
雞老大,蒜油雞飯,110元,https://storage.googleapis.com/quickclick_products/library/5915/web-91eO1k3g7,,3
卡洛貍,水煮雞胸肉(單點),70元,https://storage.googleapis.com/quickclick_products/library/5915/web-01jAAWN1r,,3
卡洛貍,地中海烤時蔬,125元,https://storage.googleapis.com/quickclick_products/library/5915/web-A83Bn6J9x,無飯換地瓜,3
卡洛貍,蒜香豬肉片,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-4GrdEDyAA,無飯換地瓜,3
卡洛貍,挪威鹽烤鯖魚,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-A8JMY7OYR,無飯換地瓜,3
卡洛貍,泰式打拋雞,130元,https://storage.googleapis.com/quickclick_products/library/5915/web-Kp4mek4Bn,無飯換地瓜,3
卡洛貍,法式水煮嫩雞胸,135元,https://storage.googleapis.com/quickclick_products/library/5915/web-Rz6XNjxnW,無飯換地瓜,3
卡洛貍,義國風情雞腿排,150元,https://storage.googleapis.com/quickclick_products/library/5915/web-ER5yj7qGK,無飯換地瓜,3
卡洛貍,清蒸樹子鱸魚,150元,https://storage.googleapis.com/quickclick_products/library/5915/web-xkOnpdp6q,無飯換地瓜,3
五桐號南港,一把青茶(L),40元,https://storage.googleapis.com/quickclick_products/library/5915/web-gLELdQYkk,,3
五桐號南港,杏仁凍五桐茶(L),55元,https://storage.googleapis.com/quickclick_products/library/5915/web-oarakkPZ8,,3
五桐號南港,農榨青檸冬瓜(L),55元,https://storage.googleapis.com/quickclick_products/library/5915/web-15q5PPe3y,,3
五桐號南港,濃煮奶茶(L),60元,https://storage.googleapis.com/quickclick_products/library/5915/web-xkjker3xg,,3
五桐號南港,五桐奶霜(L),60元,https://storage.googleapis.com/quickclick_products/library/5915/web-aLEL6AP4R,,3
五桐號南港,鐵觀音奶茶(L),60元,https://storage.googleapis.com/quickclick_products/library/5915/web-bLELDYxBo,,3
五桐號南港,豆豆紅(L),65元,https://storage.googleapis.com/quickclick_products/library/5915/web-A8m8EkLpa,,3
五桐號南港,玄米蕎麥奶茶(L),65元,https://storage.googleapis.com/quickclick_products/library/5915/web-GnWnJP7Dy,,3
五桐號南港,桂花烏龍凍飲(L),65元,https://storage.googleapis.com/quickclick_products/library/5915/web-GnWnJPMe4,,3
五桐號南港,鐵觀音拿鐵(L),65元,https://storage.googleapis.com/quickclick_products/library/5915/web-bLELDBarr,,3
五桐號南港,山形蜜桃凍飲(L),70元,https://storage.googleapis.com/quickclick_products/library/5915/web-Zejeab0qb,,3
五桐號南港,紅柚青茶凍飲(L),70元,https://storage.googleapis.com/quickclick_products/library/5915/web-Pkykxb9Dr,,3
龜記南港,三韻紅萱(L),50元,https://storage.googleapis.com/quickclick_products/library/5915/web-6rjodr6qP,,3
龜記南港,三十三茶王(L),50元,https://storage.googleapis.com/quickclick_products/library/5915/web-JxynlxNjn,,3
龜記南港,茶王奶茶(L),65元,https://storage.googleapis.com/quickclick_products/library/5915/web-q0beDzgqL,,3
龜記南港,蘋果紅萱(L),65元,https://storage.googleapis.com/quickclick_products/library/5915/web-4Gmbpgbg9,,3
龜記南港,龜記濃乳茶(L),70元,,,3
龜記南港,紅茶鮮乳(L),70元,,,3
龜記南港,紅柚翡翠(L),80元,https://storage.googleapis.com/quickclick_products/library/5915/web-bLmalbMdx,,3
全國素食,素食便當,115元,https://storage.googleapis.com/quickclick_products/library/5915/web-MzK1mPpoM,素食,3
北一菜盒,酸辣湯,40元,https://storage.googleapis.com/quickclick_products/library/5915/web-Kp7Jql3Mg,,4
北一菜盒,蘿蔔絲餅,45元,https://storage.googleapis.com/quickclick_products/library/5915/web-Rzng0Elj0,,4
北一菜盒,豆腐捲,45元,https://storage.googleapis.com/quickclick_products/library/5915/web-7yJmGExMY,,4
北一菜盒,酸菜盒,50元,https://storage.googleapis.com/quickclick_products/library/5915/web-31oBydZAY,,4
北一菜盒,韭菜盒,50元,https://storage.googleapis.com/quickclick_products/library/5915/web-DRe9MyRBj,,4
北一菜盒,高麗菜盒,50元,https://storage.googleapis.com/quickclick_products/library/5915/web-JxnGzm3Xa,,4
北一菜盒,豬肉餡餅,70元,https://storage.googleapis.com/quickclick_products/library/5915/web-PkjOxY03g,,4
